ID,Domain,LLM,Target_Planner,Iteration,Validation_Status,V4_Failure_Detail,Coverage,Avg_Run_Wall_s,Avg_StatesExpanded,IPC_Score,Delta_vs_Baseline,Improved,Delta_vs_Previous,Is_Best_So_Far,LLM_Rationale,Termination_Reason,LLM_Input_Tokens,LLM_Output_Tokens,Domain_File_Path,Timestamp
107,ricochet-robots,deepseek-reasoner,bfws,2,INVALID_V1,N/A,0.0,0.0,0,0.0,N/A,N/A,N/A,False,"I will reorder the actions so that goal-achieving actions (step, stop-at-barrier, stop-at-robot) appear first, giving them the lowest internal IDs for tie-breaking in H_Add_Rp_Fwd, which leads to tighter bucket partitions and more focused novelty search. I also reorder predicates to place goal-relevant predicates (at, nothing-is-moving) first, and within each action I reorder preconditions and effects to prioritize goal-proximal fluents, further improving heuristic pruning and compatibility with both BFWS-Preference and Fast Downward.",N/A,2001,4522,N/A,2026-05-25T04:19:19.332234
108,ricochet-robots,deepseek-reasoner,bfws,3,INVALID_V1,N/A,0.0,0.0,0,0.0,N/A,N/A,N/A,False,"I will reorder the actions so that goal-achieving actions (stop-at-barrier, stop-at-robot) appear first, followed by step (which enables movement towards goal), and go last, assigning lower internal IDs to goal-relevant actions for better tie-breaking in relaxed plan extraction. I will also reorder predicate declarations to place goal-relevant predicates (nothing-is-moving, at) first, and reorder preconditions and effects within each action to prioritize goal-proximal fluents, improving heuristic focus and bucket partitioning.",MAX_ITER,2148,1748,N/A,2026-05-25T04:19:34.575429
109,ricochet-robots,gemini-3.1-pro-preview-customtools,lama,3,VALID,N/A,0.4666666666666667,202.89430757142858,1577095,6.999227088326623,1.080700828902185,True,-0.0007729116733772301,False,"To optimize for LAMA's architecture, I ordered predicates by placing the goal-relevant `at` and frequently updated `free` first to accelerate mutex discovery, while placing static predicates `NEXT` and `BLOCKED` last. I also ordered actions by precondition count (simplest first) and placed static preconditions early in each action to optimize Fast Downward's successor generation and relaxed-plan extraction.",MAX_ITER,1980,661,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_lama_iter3.pddl,2026-05-25T04:29:00.978603
110,ricochet-robots,claude-opus-4-6,lama,1,VALID,N/A,0.4666666666666667,202.13932171428573,1577095,7.0,1.08454455906119,True,1.0031425124176234,True,"My reordering strategy focuses on placing goal-relevant predicates (`at`, `free`) first and static predicates (`NEXT`, `BLOCKED`) last, reordering preconditions to put static predicates first for early short-circuiting followed by most restrictive conditions, placing add-effects before delete-effects with goal-relevant ones first, and ordering actions so that the simpler enabling action (`go`) comes first followed by `step` (the main state-changing action) then the two stop actions with `stop-at-robot` before `stop-at-barrier` since it has more preconditions and is more selective, which should improve FF's relaxed plan extraction and preferred operator selection for the harder instances.",N/A,2740,744,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/lama/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_lama_iter1.pddl,2026-05-25T04:32:16.622651
111,ricochet-robots,gpt-5.4-2026-03-05,lama,2,VALID,N/A,0.4666666666666667,202.42065599999998,1577095,7.0,1.0831010345968584,True,0.0,False,"I reordered dynamic, goal-structuring predicates before static topology predicates, kept static tests first inside actions, and moved the simplest enabling action first so translation and preferred-operator generation emphasize movement-control facts and early applicability pruning. I also reordered action schemas and effect literals to favor add-first propagation around movement termination and position updates, aiming to reduce unproductive branching while preserving exact semantics.",N/A,2569,575,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_lama_iter2.pddl,2026-05-25T05:28:01.751271
112,ricochet-robots,gemini-3.1-pro-preview-customtools,decstar,1,VALID,N/A,0.3333333333333333,70.4517198,530587,4.873918316992607,-0.12608168300739264,False,-0.12103093579023483,False,"To optimize for DecStar's Star Topology factoring, predicates and preconditions/effects are reordered to prioritize robot-specific state (`is-moving`, `at`) over shared or global state (`free`, `nothing-is-moving`), ensuring local variables are evaluated first. Actions are ordered from simplest local state changes (`stop-at-barrier`, `stop-at-robot`, `go`) to complex cross-subsystem coordination (`step`), maximizing the identification of leaf-only operations and reducing the branching factor of Center actions.",N/A,2565,678,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_decstar_iter1.pddl,2026-05-25T05:35:50.024957
113,ricochet-robots,claude-opus-4-6,lama,2,VALID,N/A,0.4666666666666667,203.71596242857146,1577095,7.0,1.0708964046720344,True,0.0,False,"My reordering strategy swaps the two stop actions so that `stop-at-barrier` (fewer preconditions, 3 vs 4) comes before `stop-at-robot`, and reorders `step`'s preconditions to place the most restrictive dynamic condition (`is-moving`) before `at` and `free`, while keeping static predicates first—this should reduce unproductive search branches by causing earlier pruning and better preferred operator selection in FF's relaxed plan extraction, addressing the increased state expansion observed in iteration 1. Additionally, I reorder predicates to place `nothing-is-moving` higher since it's a key mutex-group member controlling action applicability, which should improve invariant synthesis quality.",N/A,3084,743,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/lama/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_lama_iter2.pddl,2026-05-25T05:44:30.675540
114,ricochet-robots,deepseek-reasoner,madagascar,1,VALID,N/A,0.0,0,0,0.0,0.0,False,0.0,False,"My reordering strategy places goal predicates (`at` and `nothing-is-moving`) first to give them the lowest SAT variable IDs, so Madagascar's backward-chaining heuristic prioritizes them. Actions that directly achieve these goals (`step`, `stop-at-barrier`, `stop-at-robot`) are placed before the subgoal action (`go`), ensuring that the most productive variables are evaluated early and focusing the CDCL solver's initial guesses.",ALL_TIMEOUT,2505,2165,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/ricochet-robots/ricochet-robots_deepseek-r1_Feedback_madagascar_iter1.pddl,2026-05-25T05:50:21.856080
115,ricochet-robots,gpt-5.4-2026-03-05,lama,3,VALID,N/A,0.4666666666666667,203.3089122857143,1577095,7.0,1.0729408443310637,True,0.0,False,"I reordered the domain to keep dynamic goal-structuring predicates first, static topology predicates last, and to place the two stopping actions before stepping so LAMA encounters low-effect movement-termination operators earlier during successor generation and preferred-operator tie breaking. Within actions, I kept static tests first, then location/motion constraints, and ordered effects with goal-relevant add effects before deletes so translation, relaxed-plan support selection, and landmark progress tracking remain favorable without changing semantics.",MAX_ITER,2700,593,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/lama/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_lama_iter3.pddl,2026-05-25T06:40:05.062737
116,ricochet-robots,gemini-3.1-pro-preview-customtools,decstar,2,VALID,N/A,0.3333333333333333,70.8354506,530587,4.871149605213835,-0.1288503947861649,False,-0.002768711778771582,False,"To correct the previous regression, the `step` action is now placed first because it is the only action that avoids the global `nothing-is-moving` lock, maximizing its chance to be classified as a cheap leaf operation. Additionally, the global phase flag `nothing-is-moving` is strictly demoted to the end of all predicate and effect blocks to prevent it from collapsing the Star Topology's causal graph into a single strongly connected component.",N/A,2748,662,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_decstar_iter2.pddl,2026-05-25T06:42:50.728349
117,ricochet-robots,gemini-3.1-pro-preview-customtools,decstar,3,LLM_TokenLimitExceeded,N/A,0.0,0.0,0,0.0,N/A,N/A,N/A,False,N/A,MAX_ITER,0,0,N/A,2026-05-25T06:45:09.168535
118,ricochet-robots,claude-opus-4-6,lama,3,VALID,N/A,0.4666666666666667,204.19448485714287,1577095,6.998823865535772,1.052036480076289,True,-0.0011761344642282623,False,"My reordering strategy focuses on optimizing the `step` action's precondition ordering to place the most restrictive dynamic condition `is-moving` first (fewest states satisfy it) before static predicates, and critically reorders `step`'s effects to place delete-effects of `at` and `free` interleaved with adds to improve FF's backward chaining support selection—specifically placing `free ?cfrom` and `at ?r ?cto` (goal-relevant adds) first, then deletes last—while also swapping `stop-at-robot` before `stop-at-barrier` since its additional precondition `(not (free ?cnext))` makes it more selective and should be tried first to reduce branching on stop actions, which are the bottleneck in large instances where many cells and robots create massive grounding of stop alternatives.",MAX_ITER,3304,773,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/lama/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_lama_iter3.pddl,2026-05-25T06:56:46.235042
119,snake,deepseek-reasoner,lama,1,VALID,N/A,0.13333333333333333,79.4820365,101876,2.0,0.13218175598027793,True,0.0,False,"I reordered predicates to place dynamic, goal-relevant predicates first to improve mutex discovery, and moved static predicates last. I reordered actions by increasing precondition count and prioritizing enabling actions to accelerate greedy search. Within each action, I placed static preconditions first, then most restrictive, then others; and effects are reordered with add-effects before delete-effects.",N/A,2504,1518,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/lama/snake/snake_deepseek-r1_Feedback_lama_iter1.pddl,2026-05-25T07:11:25.866536
120,ricochet-robots,gemini-3.1-pro-preview-customtools,bfws,1,VALID,N/A,0.8666666666666667,192.46014176923077,103559,12.916454042822911,2.226296401934965,True,1.9434958365780002,True,"I reordered the actions to follow a backward-chaining dependency from the goal: `step` (achieves the `at` goal), followed by `go` (enables `step`), and finally the `stop` actions (enable `go`), ensuring the relaxed plan extractor prioritizes goal-proximal actions. Additionally, I sorted predicates and preconditions to place goal-relevant and dynamic fluents (`at`, `is-moving`) before static ones (`NEXT`, `BLOCKED`), which improves novelty discrimination and guides the heuristic's backward trace more efficiently.",N/A,2689,691,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_bfws_iter1.pddl,2026-05-25T07:39:47.681027
121,ricochet-robots,gpt-5.4-2026-03-05,decstar,1,VALID,N/A,0.3333333333333333,72.30495260000001,530587,4.8446269130623865,-0.15537308693761298,False,-0.0072251048409146534,False,"I reordered predicates to place more local state descriptors before multi-object transition relations and moved the globally coordinating predicate to the end, while ordering actions from local movement progression to stopping and global motion initiation. Within each action, I placed robot-local conditions and effects before shared cell-transition and global coordination literals to better expose a center/leaf separation around robots versus board topology.",N/A,2345,571,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_decstar_iter1.pddl,2026-05-25T07:46:24.323927
122,ricochet-robots,claude-opus-4-6,decstar,1,VALID,N/A,0.3333333333333333,71.62688979999999,530587,4.838176983212685,-0.1618230167873146,False,-0.15735605353475712,False,"Looking at this domain, I notice that `nothing-is-moving` and `free` are global predicates connecting all robots/cells, while `is-moving` and `at` are robot-specific. The key insight is that `go` and `stop-*` actions toggle the global `nothing-is-moving` flag, making it a center variable that connects everything. By reordering predicates to place single-type predicates first and the global `nothing-is-moving` last, and reordering actions so that the most localized action (`step`, which primarily moves a single robot between cells) comes first, followed by stop actions, and finally `go` (which is the most ""coordinating"" action), we can help DecStar's causal graph analysis better identify robot-local subsystems as leaves.

My strategy focuses on demoting the global predicate `nothing-is-moving` to the very end of the predicates block and within every precondition/effect block, reordering `free` (which spans all robots via `step`) after robot-specific predicates, and placing `step` first since it's the most frequent leaf-candidate action, while ensuring preconditions reference the primary robot parameter first throughout.",N/A,2756,850,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_decstar_iter1.pddl,2026-05-25T08:03:05.691378
123,snake,deepseek-reasoner,lama,2,VALID,N/A,0.13333333333333333,80.98502599999999,101876,2.0,0.09807070643597482,True,0.0,False,"We reorder predicates to place dynamic, goal-relevant predicates first (headsnake, tailsnake, etc.) and static predicates last to improve mutex detection and landmark ordering. Actions are ordered by increasing precondition count, and within each action, static preconditions come first, then negative preconditions, then most restrictive positive; effects have add-effects before delete-effects to accelerate FF/add propagation and preferred operator generation.",N/A,2693,2055,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/lama/snake/snake_deepseek-r1_Feedback_lama_iter2.pddl,2026-05-25T08:32:49.528081
124,snake,deepseek-reasoner,lama,3,INVALID_V1,N/A,0.0,0.0,0,0.0,N/A,N/A,N/A,False,"I will reorder predicates to place dynamic, goal-relevant predicates (headsnake, tailsnake, nextsnake, blocked, ispoint, spawn) before static ones (ISADJACENT, NEXTSPAWN) to improve mutex discovery and landmark ordering. Actions will be reordered by increasing precondition count (move-and-eat-no-spawn, move, move-and-eat-spawn) to prioritize simpler enabling actions in greedy search, and within each action static preconditions come first, then negative preconditions, then positive; effects are reordered with add-effects first (goal-relevant like headsnake before others), then delete-effects last, to accelerate FF/add propagation and landmark acceptance.",MAX_ITER,2832,2097,N/A,2026-05-25T08:33:12.982273
125,ricochet-robots,gemini-3.1-pro-preview-customtools,bfws,2,VALID,N/A,0.7333333333333333,180.08728145454543,88464,10.715732311047143,-0.21941328154346884,False,-2.2007217317757686,False,"I reordered the preconditions to place the static generator predicate `NEXT` before the dynamic tester predicates `free` and `not (free)`, which drastically reduces the branching factor during grounding and relaxed plan extraction from O(Cells) to O(1). Additionally, I refined the action order to `step`, `stop-at-barrier`, `stop-at-robot`, and `go`, ensuring all potential goal-achieving actions are prioritized by the heuristic's tie-breaking mechanism.",N/A,2916,676,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_bfws_iter2.pddl,2026-05-25T08:38:09.441827
126,ricochet-robots,gpt-5.4-2026-03-05,decstar,2,VALID,N/A,0.3333333333333333,72.4934792,530587,4.844254853318723,-0.15574514668127715,False,-0.0003720597436638329,False,"I avoid the previous movement-first strategy and instead group predicates and actions around robot-local control state first, with the globally shared cell-topology and occupancy relations later, so DecStar sees the robot motion mode as the primary manipulated subsystem before the board-wide coordination structure. I also order preconditions and effects to mention the robot’s local state before shared cell and global synchronization literals, aiming to reduce harmful early coupling from `free`, `NEXT`, `BLOCKED`, and `nothing-is-moving`.",N/A,2496,597,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_decstar_iter2.pddl,2026-05-25T08:52:37.290811
127,ricochet-robots,claude-opus-4-6,decstar,2,VALID,N/A,0.3333333333333333,71.78030620000001,530587,4.8488559556846065,-0.15114404431539374,False,0.010678972471921178,False,"Looking at the baseline and my failed attempt, I see that my previous reordering made things slightly worse by changing predicate and precondition ordering. Since the baseline already solves 5/15 with similar states expanded, the issue is search time overhead. My new strategy is to return closer to the original ordering but place the `go` action first (as it's the center-coordinating action that DecStar needs to identify early for proper factoring), followed by `step` (the most frequent action), then stop actions, and within preconditions, place the `nothing-is-moving` global predicate first in `go` so the center variable is immediately recognized, while keeping predicates in their original order to avoid disrupting the baseline's mutex/SCC analysis.",N/A,3105,749,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_decstar_iter2.pddl,2026-05-25T09:09:18.333360
128,ricochet-robots,gemini-3.1-pro-preview-customtools,bfws,3,VALID,N/A,0.7333333333333333,181.53831236363638,88464,10.79256142874441,-0.10022005515025523,False,0.07682911769726708,False,"I restored the backward-chaining action order (`step`, `go`, `stop-at-barrier`, `stop-at-robot`) to ensure the relaxed plan extractor prioritizes goal-achieving and movement-enabling actions, which was proven effective in Iteration 1. Furthermore, I refined the precondition and predicate ordering to strictly place dynamic, goal-proximal fluents (`at`, `free`, `is-moving`) before static ones (`NEXT`, `BLOCKED`), guiding the heuristic's backward trace to chain `step` actions together efficiently before inserting `go` actions.",MAX_ITER,3051,698,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_bfws_iter3.pddl,2026-05-25T09:36:29.419496
129,snake,deepseek-reasoner,decstar,1,VALID,N/A,0.2,87.81076333333333,114631,3.0,0.08237837627671363,True,0.0,False,"I reordered predicates to group unary predicates first and binary predicates last, placing the most globally-used predicates at the end to reduce causal graph connectivity. I reordered actions so that the simplest local movement action comes first, then the spawn-related actions, and within each action, reordered preconditions and effects to place local primary object references first and global predicates last, aiding DecStar's factoring engine in identifying leaf variables and center actions.",N/A,2548,2586,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/decstar/snake/snake_deepseek-r1_Feedback_decstar_iter1.pddl,2026-05-25T09:50:25.414342
130,snake,deepseek-reasoner,decstar,2,INVALID_V1,N/A,0.0,0.0,0,0.0,N/A,N/A,N/A,False,"I reordered predicates to group unary predicates first and binary predicates last, with the globally used ISADJACENT at the very end to reduce causal graph connectivity. Actions are ordered by increasing cross-subsystem interaction (move first, then move-and-eat-no-spawn, then move-and-eat-spawn) and within each action, preconditions and effects are reordered to place local snake-related conditions first and globally shared predicates last, helping DecStar's factoring engine identify the snake body as a potential center and the spawn system as a separable leaf.",N/A,2730,2565,N/A,2026-05-25T09:50:58.106613
131,ricochet-robots,gpt-5.4-2026-03-05,decstar,3,VALID,N/A,0.3333333333333333,72.0250432,530587,4.841841941820455,-0.1581580581795451,False,-0.0024129114982676114,False,"I reorder around the domain’s actual bottleneck by keeping robot-local state predicates first, pushing the globally coupling motion-control predicate to the end, and placing the pure position-update action before the start/stop coordination actions so DecStar sees local transition structure before synchronization structure. I also avoid the previously harmful emphasis on movement-control actions first, and instead order preconditions and effects to foreground the manipulated robot/cell state while demoting shared topology and global gating literals within each action.",MAX_ITER,2648,594,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_decstar_iter3.pddl,2026-05-25T09:58:58.045411
132,ricochet-robots,claude-opus-4-6,decstar,3,VALID,N/A,0.3333333333333333,72.07778859999999,530587,4.839024580540779,-0.16097541945922067,False,-0.009831375143827259,False,"Looking at the performance data, both my previous attempts caused slight regressions by changing predicate and action ordering. Since the baseline states expanded are identical (530587) and only search time differs, the issue is purely preprocessing overhead—my reorderings are adding ~4-5s of overhead without changing the search topology. My new strategy is to match the baseline's exact original ordering as closely as possible, making only minimal changes: reordering effects within `step` to place the primary robot's local effects (`at ?r ?cto`, `not (at ?r ?cfrom)`) before the shared `free` effects, and reordering preconditions within `step` to group robot-local predicates before cell-interaction predicates, which may marginally help pricing function computation without disrupting the causal graph structure.",MAX_ITER,3330,759,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_decstar_iter3.pddl,2026-05-25T10:15:43.496809
133,ricochet-robots,gpt-5.4-2026-03-05,bfws,1,VALID,N/A,0.7333333333333333,192.45681972727272,88464,10.624346158808764,-0.3313683810930592,False,1.939521325639511,True,"I reordered the domain conservatively to preserve coverage, keeping the core movement-support chain intact while prioritizing likely goal predicates and termination actions before initiation and transit actions. This should help BFWS-Preference prefer relaxed plans that close motion episodes cleanly, improving bucket discrimination without the aggressive action-order shifts that previously harmed solvability.",N/A,2437,564,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_bfws_iter1.pddl,2026-05-25T10:58:38.801950
134,ricochet-robots,gemini-3.1-pro-preview-customtools,madagascar,1,VALID,N/A,0.0,0,0,0.0,0.0,False,0.0,False,"By reversing the action order to place `stop-at-barrier` and `stop-at-robot` first, we align with Madagascar's backward-chaining heuristic, forcing the CDCL solver to prioritize the highly-constrained move termination points before evaluating intermediate `step`s and initial `go` actions. Additionally, grouping mutually exclusive predicates like `at`/`free` and `nothing-is-moving`/`is-moving` accelerates the fixpoint binary mutex discovery, significantly reducing the search space for valid stopping configurations.",ALL_TIMEOUT,2638,685,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/ricochet-robots/ricochet-robots_gemini-3.1-pro_Feedback_madagascar_iter1.pddl,2026-05-25T11:07:40.433407
135,snake,deepseek-reasoner,decstar,3,VALID,N/A,0.2,88.18379066666667,114631,3.0,0.09697565462203506,True,0.0,False,"I will reorder predicates to group unary predicates first (tailsnake, spawn, ispoint, headsnake, blocked) then binary predicates (NEXTSPAWN, nextsnake, ISADJACENT), and reorder actions so that the most self-contained action (move) comes first, then move-and-eat-no-spawn, then move-and-eat-spawn. Within each action, I will reorder preconditions and effects to place references to the primary manipulated object (head) first, then local object predicates, then global cross-subsystem predicates last, helping DecStar's factoring engine identify the snake body as a center and the spawn system as a leaf.",MAX_ITER,2119,1952,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/decstar/snake/snake_deepseek-r1_Feedback_decstar_iter3.pddl,2026-05-25T11:07:55.696626
136,ricochet-robots,claude-opus-4-6,bfws,1,VALID,N/A,0.6666666666666666,180.0923244,85763,9.390876470243033,-1.538246679872982,False,-1.1076810803592885,False,"Looking at the domain and results, I notice the previous attempt lost performance on early instances while gaining on later ones. The key insight is that in Ricochet Robots, the goal is typically `(at ?r ?c)` — achieving a robot's position. The `step` action achieves `at` and `free` (goal predicates), while `stop-at-barrier` and `stop-at-robot` achieve `nothing-is-moving` which enables `go`. I'll reorder actions so `step` (goal-achieving) comes first, then `go` (which initiates movement sequences), then the stop actions — placing `stop-at-robot` before `stop-at-barrier` since robot-blocking is more common and contextually richer, potentially producing tighter relaxed plans. I'll also reorder predicates to put goal-relevant ones (`at`, `free`) first, and reorder preconditions/effects to prioritize goal-proximal fluents.",N/A,2806,803,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/bfws/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_bfws_iter1.pddl,2026-05-25T11:16:17.330889
137,ricochet-robots,gpt-5.4-2026-03-05,bfws,2,VALID,N/A,0.7333333333333333,184.4766976363636,95824,10.864957235306164,-0.05910646934525853,False,0.24061107649739988,True,"I reorder around the movement-support chain rather than termination, putting the likely goal predicate first, then the action that directly changes robot position, followed by motion initiation and only then stopping actions so relaxed-plan tie-breaking favors productive displacement over premature stopping. I also place goal-proximal preconditions and add-effects before auxiliary/static conditions and delete-effects, aiming to keep BFWS relevant-fluent counts tighter while remaining benign for Fast Downward.",N/A,2524,586,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_bfws_iter2.pddl,2026-05-25T11:56:56.230166
138,snake,deepseek-reasoner,bfws,1,VALID,N/A,0.5333333333333333,153.73078500000003,3266,7.719026843579568,-0.2530395128470483,False,1.0654592815140544,True,"I will reorder the predicate declarations to place goal-relevant predicates first (headsnake, ispoint, spawn, NEXTSPAWN), and within each action, reorder preconditions and effects to list goal-proximal literals before auxiliary ones, while keeping the original action order unchanged to preserve solvability. This gives lower C++ IDs to goal-related symbols, guiding the novelty-based search toward more focused relaxed plans without altering the logical structure.",N/A,2620,2456,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/snake/snake_deepseek-r1_Feedback_bfws_iter1.pddl,2026-05-25T12:11:14.803447
139,ricochet-robots,claude-opus-4-6,bfws,2,VALID,N/A,0.6666666666666666,184.88033460000003,79638,9.46607541894257,-1.53392458105743,False,0.07519894869953703,False,"Looking at the results, my Iteration 1 strategy of putting `step` first caused a regression by losing instance-04 (previously solved). The baseline domain already has `step` first, so the issue was likely my reordering of predicates and preconditions/effects within actions. For Iteration 2, I will return to the baseline's exact predicate and action ordering but make targeted changes only to precondition ordering within actions—placing goal-proximal predicates (`at`, `free`) before static/auxiliary ones, and reordering effects to put add-effects before delete-effects consistently—which should help H_Add_Rp_Fwd's backward trace without disrupting the critical action ID assignments that maintained baseline coverage.",N/A,3154,749,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/bfws/ricochet-robots/ricochet-robots_claude-opus-4.6_Feedback_bfws_iter2.pddl,2026-05-25T12:17:34.875473
140,snake,gemini-3.1-pro-preview-customtools,lama,1,VALID,N/A,0.13333333333333333,85.317993,101876,2.0,0.09741121466835256,True,0.0,False,"To optimize for LAMA's architecture, static predicates (`ISADJACENT`, `NEXTSPAWN`) were moved to the end of the `:predicates` block and the beginning of `:precondition` blocks to accelerate invariant synthesis and applicability short-circuiting. Actions were ordered by increasing precondition count (`move-and-eat-no-spawn`, `move`, `move-and-eat-spawn`), and within effects, all add-effects were placed before delete-effects to enhance the FF/add heuristic's delete-relaxed forward propagation.",N/A,2633,771,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/snake/snake_gemini-3.1-pro_Feedback_lama_iter1.pddl,2026-05-25T12:29:02.578107
141,ricochet-robots,gpt-5.4-2026-03-05,bfws,3,VALID,N/A,0.8666666666666667,207.57449123076927,103559,12.757511397494206,1.901158107744502,True,1.8925541621880413,True,"I reorder to prioritize the stable motion-control skeleton over aggressive goal-proxy assumptions: predicates are grouped by dynamic control/state first, then movement topology, and actions are ordered to favor starting and legally terminating motion before traversal so relaxed-plan tie-breaking does not overcommit to long move chains that previously hurt performance. I also place control-relevant preconditions and add-effects before topology/static checks and delete-effects, aiming for more conservative relevant-fluent sets in BFWS while remaining neutral for Fast Downward.",MAX_ITER,2643,598,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/ricochet-robots/ricochet-robots_gpt-5.4_Feedback_bfws_iter3.pddl,2026-05-25T12:54:26.071140
142,snake,deepseek-reasoner,bfws,2,VALID,N/A,0.5333333333333333,163.29803387500002,3266,7.489862486984062,-0.5101375130159385,False,-0.22916435659550594,False,"I reorder the actions to place the most general movement action first, as it is likely the most frequently used in relaxed plans to achieve goal predicates, giving it the lowest internal ID to be preferentially selected by H_Add_Rp_Fwd tie-breaking, which should produce more focused relaxed plans and tighter bucket assignments. This reverses the previous unsuccessful approach of reordering predicates and preconditions, and instead targets the highest-impact factor (action ID order) for BFWS-Preference.",N/A,2736,2739,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/snake/snake_deepseek-r1_Feedback_bfws_iter2.pddl,2026-05-25T13:15:49.842763
